id;NAME;REGION;PHONE;EMAIL;ADDRESS;OKATO;CODE;autokey
2399;Прокуратура Ершичского района Смоленской области;Смоленская область;8 (48155) 2-11-78;ershichi@67.mailop.ru;215580, Смоленская область, с. Ершичи, ул. Юбилейная, д. 8;66;387849637;FED_GENPROK_ORGANIZATION_2399
2182;Прокуратура Шиловского района Рязанской области;Рязанская область;8 (49136) 2-23-82;pr240@62.mailop.ru;391500, Рязанская область, р.п. Шилово, ул. Первомайская, д.51;61;384734174;FED_GENPROK_ORGANIZATION_2182
1546;Прокуратура Ленинского района г. Владивостока Приморского края;Приморский край;8 (423) 222-38-60;leninsk@25.mailop.ru;690001,Приморский край, г.Владивосток, ул. Пушкинская, 63;5;387093917;FED_GENPROK_ORGANIZATION_1546
694;Прокуратура г. Черкесска Карачаево-Черкесской Республики;Карачаево-Черкесская Республика;(8-878-2)28-05-54;prok_cherkessk@mail.ru;369000, КЧР, г. Черкесск, пл. Кирова, 18;91;386429541;FED_GENPROK_ORGANIZATION_694
2194;Прокуратура Безенчукского района Самарской области;Самарская область;8-846-76-2-35-91;prok_bezenchukskiy.rn@63.mailop.ru;446250, Самарская область, п. Безенчук, ул. Луговцева, 8;36;384790182;FED_GENPROK_ORGANIZATION_2194
737;Прокуратура Куйбышевского района г. Новокузнецка Кемеровской области - Кузбасса;Кемеровская область - Кузбасс;8 (384-3) 74-27-65;n.kuibisev@42.mailop.ru;654027, Кемеровская область – Кузбасс, г. Новокузнецк, пр. Курако, 25.;32;386440579;FED_GENPROK_ORGANIZATION_737
848;Прокуратура Апшеронского района Краснодарского края;Краснодарский край;8 (861) 522-55-38, доп. 0001;apsheronsk@23.mailop.ru;352650, Краснодарский край, Апшеронск, Кирова, 26;3;383433816;FED_GENPROK_ORGANIZATION_848
233;Кольчугинская межрайонная прокуратура Владимирской области;Владимирская область;8(49245)2-20-53;kolchugino@vladprok.ru;601785, Владимирская область, г. Кольчугино, ул. Добровольского, д. 9;17;383161368;FED_GENPROK_ORGANIZATION_233
123;Прокуратура г. Архангельска Архангельской области;Архангельская область;8 (818-2) 63-38-80;arkhangelsk.city@29.mailop.ru;163069, г. Архангельск, ул. Садовая, д. 11;11;382899893;FED_GENPROK_ORGANIZATION_123
239;Прокуратура Киржачского района Владимирской области;Владимирская область;8(49237)2-12-74;kirzhach@vladprok.ru;601010, Владимирская область, г. Киржач, ул. Морозовская, д. 91;17;383163164;FED_GENPROK_ORGANIZATION_239
288;Прокуратура Старополтавского района Волгоградской области;Волгоградская область;8(84493) 4-36-92;staropoltavsk@34.mailop.ru;404210, Волгоградская область, Старополтавский район, с. Старая Полтавка, ул. Центральная, д. 100;18;385856450;FED_GENPROK_ORGANIZATION_288
548;Братская межрайонная природоохранная прокуратура Байкальской межрегиональной природоохранной прокуратуры;Байкальская межрегиональная природоохранная прокуратура;8 (3953) 46-38-11;brmpp@baikalproc.ru;665729, Иркутская обл., г.Братск, ул. Маршала Жукова, 3;25;382487076;FED_GENPROK_ORGANIZATION_548
1129;Прокуратура города Реутова Московской области;Московская область;8 (495) 791-95-87;reu@50.mailop.ru;143964, Московская область, г. Реутов, ул. Ленина, д. 3;46;382210864;FED_GENPROK_ORGANIZATION_1129
1206;Прокуратура Ковернинского района Нижегородской области;Нижегородская область;8 (83157) 2-12-63;23@52.mailop.ru;606570, Нижегородская область, р.п. Ковернино, ул. К.Маркса, д. 8;22;386723986;FED_GENPROK_ORGANIZATION_1206
420;Северная транспортная прокуратура Московской межрегиональной транспортной прокуратуры;Московская межрегиональная транспортная прокуратура;8 (495) 785-05-38;sevt@190.mailop.ru;107140, г. Москва, ул. 2-я Леснорядская, д. 13/15;45;382696381;FED_GENPROK_ORGANIZATION_420
1344;Прокуратура Тевризского района Омской области;Омская область;8 (381-54) 2-15-33;r_tev@prokuratura.omsk.ru;Омская область, р.п. Тевриз, ул. Карбышева, д. 38а;52;384220972;FED_GENPROK_ORGANIZATION_1344
237;Прокуратура Гороховецкого района Владимирской области;Владимирская область;8(49238)2-29-41;gorohovec@vladprok.ru;601480, Владимирская область, г. Гороховец, ул. Ленина, д. 10;17;383162950;FED_GENPROK_ORGANIZATION_237
1111;Межрайонная природоохранная прокуратура Московской области;Московская область;8 (495) 562-55-66;mezhp@50.mailop.ru;143432, Московская область, городской округ Красногорск, рабочий поселок Нахабино, ул. Старая, д.17;46;382220344;FED_GENPROK_ORGANIZATION_1111
1365;Прокуратура Беляевского района Оренбургской области;Оренбургская область;8 (35334) 2-17-06;belyaevka@56.mailop.ru;461330, Оренбургская область, Беляевский район, с. Беляевка, ул. Ленинская, 42 е;53;386874752;FED_GENPROK_ORGANIZATION_1365
287;Прокуратура Среднеахтубинского района Волгоградской области;Волгоградская область;8(84479) 5-14-85;sra@34.mailop.ru;404143, Волгоградская область, р.п. Средняя Ахтуба, ул. Советская, д. 69 А;18;385855630;FED_GENPROK_ORGANIZATION_287
44;Прокуратура Новичихинского района Алтайского края;Алтайский край;8(38555) 23276;novichiha@22.mailop.ru;659730, Алтайский край, Новичихинский р-н, с.Новичиха, ул. Первомайская, 66;1;382750567;FED_GENPROK_ORGANIZATION_44
1259;Барабинская транспортная прокуратура;Западно - Сибирская транспортная прокуратура;8 (38361) 2-47-75;barabinsk.tp@790.mailop.ru;632334, Новосибирская область, г. Барабинск, ул. Калинина, д.1;50;382599779;FED_GENPROK_ORGANIZATION_1259
1084;Прокуратура Магаданской области;Магаданская область;8 (4132) 62-47-98;magprok@maglan.ru;685000, Магаданская область, г. Магадан, пр. Карла Маркса, д. 17;44;360082678;FED_GENPROK_ORGANIZATION_1084
350;Прокуратура Кантемировского района Воронежской области;Воронежская область;8(47367) 6-24-74;prokuratura-kantemirovka@36.mailop.ru;396730, п.г.т. Кантемировка, ул. Победы, д. 8;20;386099752;FED_GENPROK_ORGANIZATION_350
2405;Прокуратура Новодугинского района Смоленской области;Смоленская область;8 (48138) 2-22-04;novodugino@67.mailop.ru;215240, Смоленская область, c. Новодугино, ул. Стаханова, д. 3;66;387852843;FED_GENPROK_ORGANIZATION_2405
940;Прокуратура Красноярского края;Красноярский край;8 (391) 265-84-00;krpro@24.mailop.ru;660049, г. Красноярск, пр. Мира, д. 32;4;360082473;FED_GENPROK_ORGANIZATION_940
2486;Прокуратура Староюрьевского района Тамбовской области;Тамбовская область;8-475-43 4-13-69;prokstarourevo@68.mailop.ru;393800, Тамбовская область, село Староюрьево, ул. Космонавтов, дом № 5А;68;387958159;FED_GENPROK_ORGANIZATION_2486
2264;Прокуратура Калининского района Саратовской области;Саратовская область;8 (84549) 2-12-20;klnn@64.mailop.ru;412484, Саратовская область, г. Калининск, ул. Коллективная, 94;63;387554645;FED_GENPROK_ORGANIZATION_2264
2266;Прокуратура Краснокутского района Саратовской области;Саратовская область;8 (84560) 5-11-43;krkt@64.mailop.ru;413235, Саратовская область, г.Красный Кут, ул.Армейская, д.82;63;387555302;FED_GENPROK_ORGANIZATION_2266
2311;Сахалинская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Сахалинская область;8 (4242) 24-20-18;spniu@65.mailop.ru;693000, г. Южно-Сахалинск, ул. ул.Ленина, д. 283;64;387675813;FED_GENPROK_ORGANIZATION_2311
586;Прокуратура Мамско-Чуйского района Иркутской области;Иркутская область;8 (395-69) 2-19-04;mam@38.mailop.ru;666811 Иркутская область, Мамско-Чуйский район, п. Мама, ул. Геологическая, 1 а;25;383318138;FED_GENPROK_ORGANIZATION_586
2067;Прокуратура Чаа-Хольского района Республики Тыва;Республика Тыва;8(394-43)2-12-21;chaa-hol@17.mailop.ru;668221, Республика Тыва, Чаа-Хольский кожуун, с. Чаа-Холь, ул. Салчака Тока, д. 24;93;384676841;FED_GENPROK_ORGANIZATION_2067
561;Прокуратура Балаганского района Иркутской области;Иркутская область;8 (395-48) 5-01-50;bal@38.mailop.ru;666391 Иркутская область, Балаганский район, п. Балаганск, ул. Кольцевая, д. 24;25;383308032;FED_GENPROK_ORGANIZATION_561
2366;Прокуратура Орджоникидзевского района г. Екатеринбурга Свердловской области;Свердловская область;8 (343) 333-74-00;ORD@66.mailop.ru;620135, Свердловская область, г. Екатеринбург, ул. Фрезеровщиков, д. 25 к. А;65;387715294;FED_GENPROK_ORGANIZATION_2366
583;Прокуратура Куйбышевского района г. Иркутска Иркутской области;Иркутская область;8 (395-2) 24-23-66;KUIBIRK@38.mailop.ru;664011 Иркутская область, г. Иркутск, ул. Нижняя Набережная, д.14;25;383317794;FED_GENPROK_ORGANIZATION_583
2131;Прокуратура Первомайского района г. Ростова-на-Дону Ростовской области;Ростовская область;8 (863) 252-94-05;2293@61.mailop.ru;344029,г. Ростов-на-Дону, ул. Металлургическая, 113/46;60;382354234;FED_GENPROK_ORGANIZATION_2131
822;Прокуратура Макарьевского района Костромской области;Костромская область;8 49445 5-51-03;mak@44.mailop.ru;157460, Костромская область, г. Макарьев, ул. Дорожная, д. 2а;34;386463196;FED_GENPROK_ORGANIZATION_822
2367;Прокуратура Пригородного района Свердловской области;Свердловская область;8 (343-5) 41-79-56;PRI@66.mailop.ru;622001, Свердловская область, г. Нижний Тагил, ул. Карла Маркса, 3-а;65;387716013;FED_GENPROK_ORGANIZATION_2367
1535;Прокуратура г. Артёма Приморского края;Приморский край;8 (42337) 4-33-75;artem@25.mailop.ru;692760,Приморский край, г.Артем, ул.Кирова, 40;5;387089059;FED_GENPROK_ORGANIZATION_1535
2397;Прокуратура Духовщинского района Смоленской области;Смоленская область;8 (48166) 4-16-07;duhovschina@67.mailop.ru;216200, Смоленская область, г. Духовщина, ул. Луначарского, д. 18;66;387849327;FED_GENPROK_ORGANIZATION_2397
794;Прокуратура Свечинского района Кировской области;Кировская область;8 (83358) 2-12-78;sve-kirov@43.mailop.ru;612040, Кировская область, пгт. Свеча, ул. Свободы, 16;33;383388277;FED_GENPROK_ORGANIZATION_794
2344;Прокуратура г. Кировграда Свердловской области;Свердловская область;8 (34357) 33358;KIRVG@66.mailop.ru;624150, г. Кировград , ул. Свердлова,46;65;387709530;FED_GENPROK_ORGANIZATION_2344
1415;Прокуратура Залегощенского района Орловской области;Орловская область;8-486-48-2-14-91;zal@57.mailop.ru;303560, Орловская область, п. Залегощь, ул. Ленина, 11;54;386887562;FED_GENPROK_ORGANIZATION_1415
52;Прокуратура Родинского района Алтайского края;Алтайский край;8 (38563) 22071;rodino@22.mailop.ru;659780, Алтайский край, Родинский р-н, с.Родино, ул. Мелиораторов, 5;1;382752030;FED_GENPROK_ORGANIZATION_52
1374;Прокуратура Красногвардейского района Оренбургской области;Оренбургская область;8 (35345) 3-05-10;krasn@56.mailop.ru;461150, Оренбургская область, Красногвардейский район, с. Плешаново,ул. Энергетиков, 24;53;386879064;FED_GENPROK_ORGANIZATION_1374
437;Прокуратура Выборгского района города Санкт-Петербурга;Город Санкт-Петербург город федерального значения;8 (812) 247 49 22;kancvib@78.mailop.ru;194044, Санкт-Петербург, Лесной пр., д.20, корп. 12;40;383201886;FED_GENPROK_ORGANIZATION_437
1183;Первомайская городская прокуратура Нижегородской области;Нижегородская область;8 (831) 392-17-59;32@52.mailop.ru;607760, Нижегородская область, г.Первомайск, ул.Калинина, д. 19;22;386729138;FED_GENPROK_ORGANIZATION_1183
367;Прокуратура Таловского района Воронежской области;Воронежская область;8 (47352) 2-28-57;prokuratura-talovaya@36.mailop.ru;397450, р.п. Таловая, ул. Советская, д. 100;20;386104042;FED_GENPROK_ORGANIZATION_367
1222;Прокуратура Сосновского района Нижегородской области;Нижегородская область;8 (831) 742-70-32;39@52.mailop.ru;606170, Нижегородская область, р.п. Сосновское, ул. Комсомольская, д. 21;22;386738699;FED_GENPROK_ORGANIZATION_1222
1371;Прокуратура Домбаровского района Оренбургской области;Оренбургская область;8 (35367) 2-13-45;dombarovka@56.mailop.ru;462734, Оренбургская область, Домбаровский район, п. Домбаровский, ул. Кирова, 2;53;386874966;FED_GENPROK_ORGANIZATION_1371
1375;Прокуратура Курманаевского района Оренбургской области;Оренбургская область;8 (35341) 2-13-55;kurmanaevka@56.mailop.ru;461060, Оренбургская область, Курманаевский район, с. Курманаевка, ул. Крестьянская, 8;53;386879102;FED_GENPROK_ORGANIZATION_1375
21;Прокуратура г. Рубцовска Алтайского края;Алтайский край;8 (38557) 94641;rubcovsk@22.mailop.ru;658200, Алтайский край, г.Рубцовск, ул. Громова, 34а;1;382734703;FED_GENPROK_ORGANIZATION_21
351;Прокуратура Каширского района Воронежской области;Воронежская область;8(47342)4-12-32;prokuratura-kashira@36.mailop.ru;396350, с. Каширское, ул. Братская, д. 10;20;386100017;FED_GENPROK_ORGANIZATION_351
453;Прокуратура Фрунзенского района города Санкт-Петербурга;Город Санкт-Петербург город федерального значения;8 (812) 645 06 75;fru@78.mailop.ru;192241, Санкт-Петербург, ул. Пражская, д.46;40;383208050;FED_GENPROK_ORGANIZATION_453
407;Прокуратура Зеленоградского административного округа города Москвы;Город Москва столица Российской Федерации город федерального значения;8 499 735 25 60;zel@77.mailop.ru;124482, г. Москва, г. Зеленоград, корп. 337;45;344891552;FED_GENPROK_ORGANIZATION_407
30;Прокуратура Калманского района Алтайского края;Алтайский край;8 (38551) 22-3-76;kalmanka@22.mailop.ru;659040, Алтайский край, Калманский р-н, с.Калманка, ул. Октябрьская, 1а;1;382738268;FED_GENPROK_ORGANIZATION_30
93;"Прокуратура космодрома ""Восточный"" Амурской области";Амурская область;8 (41643) 91-5-40;ksm@28.mailop.ru;676470, Амурская область, г. Циолковский, ул. Маршала Неделина, д. 13А;10;382844529;FED_GENPROK_ORGANIZATION_93
1037;Киришская городская прокуратура Ленинградской области;Ленинградская область;8 (813-68) 2-28-38;plo-kirishi@prok47.ru;187110, Ленинградская область, г. Кириши, проспект Победы, д.10;41;383605279;FED_GENPROK_ORGANIZATION_1037
1079;Прокуратура Хлевенского района Липецкой области;Липецкая область;8 (47477) 2-23-54;hlv@48.mailop.ru;399230, Липецкая область, с. Хлевное, ул. Ленинская, 3.;42;383703833;FED_GENPROK_ORGANIZATION_1079
97;Прокуратура Октябрьского района Амурской области;Амурская область;8 (41652) 22-4-65;okt@28.mailop.ru;676630, Амурская область, с. Екатеринославка, ул. Комсомольская, д. 52;10;382866973;FED_GENPROK_ORGANIZATION_97
808;Костромская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Костромская область;8 4942 31-13-64;kstsziu@44.mailop.ru;156000, Костромская область, г. Кострома, ул. Ленина, д. 2;34;386457762;FED_GENPROK_ORGANIZATION_808
2288;Ртищевская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;Московская межрегиональная транспортная прокуратура;8 (84540) 9-13-47;rtit@190.mailop.ru;412031, Саратовская область, г. Ртищево, ул. Железнодорожная, д. 33;63;382696156;FED_GENPROK_ORGANIZATION_2288
910;Норильская транспортная прокуратура Западно-Сибирской транспортной прокуратуры;Западно - Сибирская транспортная прокуратура;8 (391-9) 31-18-28;norilsk.tp@790.mailop.ru;663319, Красноярский край, г. Норильск, пр. Ленинский, д. 45 б;4;382597249;FED_GENPROK_ORGANIZATION_910
901;Иланская транспортная прокуратура Западно-Сибирской транспортной прокуратуры;Западно - Сибирская транспортная прокуратура;8 (39173) 3-20-21;ilansk.tp@790.mailop.ru;663800, Красноярский край, г. Иланский, ул. Коммунистическая, д.42;4;382595083;FED_GENPROK_ORGANIZATION_901
2429;Прокуратура Арзгирского района Ставропольского края;Ставропольский край;8 (86560) 3-17-44;arz@26.mailop.ru;356570, Ставроопльский край, село Арзгир, улица Пети Базалеева, 1;7;384801919;FED_GENPROK_ORGANIZATION_2429
2270;Прокуратура Новобурасского района Саратовской области;Саратовская область;8 (84557) 2-12-03;nvbr@64.mailop.ru;412580, Саратовская область, р.п. Новые Бурасы, ул. Кооперативная, д.28;63;387558518;FED_GENPROK_ORGANIZATION_2270
841;Краснодарская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Краснодарский край;8 (861) 354-45-17, доп. 1001;kras_itu@23.mailop.ru;352330, Краснодарский край, г. Усть-Лабинск, ул. Ободовского,31;3;383427374;FED_GENPROK_ORGANIZATION_841
2409;Прокуратура Смоленского района Смоленской области;Смоленская область;8 (4812) 35-33-81;smol-rn@67.mailop.ru;214000, Смоленская область, г. Смоленск, ул. Багратиона, д. 4;66;387854752;FED_GENPROK_ORGANIZATION_2409
702;Хабезская межрайонная прокуратура Карачаево-Черкесской Республики;Карачаево-Черкесская Республика;(8-878-73) 5-18-82;habez-prok@rambler.ru;369400, КЧР, а. Хабез, ул. Советская, 23;91;386430448;FED_GENPROK_ORGANIZATION_702
736;Прокуратура Кузнецкого района г. Новокузнецка Кемеровской области - Кузбасса;Кемеровская область - Кузбасс;8 (384-3) 37-05-86;n.kusnezk@42.mailop.ru;654015, Кемеровская область – Кузбасс, г. Новокузнецк, ул. Обнорского, 17;32;386440360;FED_GENPROK_ORGANIZATION_736
2063;Прокуратура Тандинского района Республики Тыва;Республика Тыва;8(394-37)2-11-40;tandy@17.mailop.ru;668310, Республика Тыва, Тандинский кожуун, п. Бай-Хаак, ул. Горького, д. 23;93;384675556;FED_GENPROK_ORGANIZATION_2063
2295;Корсаковская городская прокуратура Сахалинской области;Сахалинская область;8 (42435) 4–13–11;korsakov@65.mailop.ru;694020, г. Корсаков, ул. Краснофлотская, д. 16;64;387673147;FED_GENPROK_ORGANIZATION_2295
763;Прокуратура Арбажского района Кировской области;Кировская область;8 (83330) 2-15-59;arb-kirov@43.mailop.ru;612180, Кировская область,  Арбаж пгт., Комсомольская, 8;33;383341078;FED_GENPROK_ORGANIZATION_763
2481;Прокуратура Пичаевского района Тамбовской области;Тамбовская область;8-475-54 2-78-59;prokpichaevo@68.mailop.ru;393790, Тамбовская область, село Пичаево, ул. Волчкова, дом № 60;68;387956834;FED_GENPROK_ORGANIZATION_2481
726;Прокуратура г. Тайга Кемеровской области - Кузбасса;Кемеровская область - Кузбасс;8 (384-48) 2-21-59;taiga@42.mailop.ru;652401, Кемеровская область – Кузбасс, г. Тайга, ул. Строительная, 3/1.;32;386439026;FED_GENPROK_ORGANIZATION_726
907;Минусинская межрайонная прокуратура Красноярского края;Красноярский край;8(391-32)2-31-42;krpro137@24.mailop.ru;662608, г. Минусинск, ул. Ленина, д. 71;4;386515515;FED_GENPROK_ORGANIZATION_907
755;Вятскополянская межрайонная прокуратура Кировской области;Кировская область;8 (83334) 6-23-21;vpol-kirov@43.mailop.ru;612960, Кировская область, г. Вятские Поляны, ул. Ленина, 176а;33;383339505;FED_GENPROK_ORGANIZATION_755
894;Тихорецкая межрайонная прокуратура Краснодарского края;Краснодарский край;8 (861) 967-01-40, доп. 0030;tikh@23.mailop.ru;352120, Краснодарский край, г. Тихорецк, ул. Чернышевского, д. 2;3;383485161;FED_GENPROK_ORGANIZATION_894
2452;Прокуратура Предгорного района Ставропольского края;Ставропольский край;8 (87961) 2-23-75;pre@26.mailop.ru;357350, Ставропольский край, станица Ессентукская, улица Садовая, 2;7;384814740;FED_GENPROK_ORGANIZATION_2452
2457;Прокуратура Труновского района Ставропольского края;Ставропольский край;8 (86546) 3-40-66;tru@26.mailop.ru;356170, Ставропольский край, село Донское, улица Ленина, 3;7;384817048;FED_GENPROK_ORGANIZATION_2457
2363;Прокуратура Нижнесергинского района Свердловской области;Свердловская область;;NIZs@66.mailop.ru;623090, Свердловская область, г. Нижние Серги, ул. Р. Люксембург, д. 79;65;387713200;FED_GENPROK_ORGANIZATION_2363
1493;Прокуратура Индустриального района г. Перми Пермского края;Пермский край;8 (342) 228-06-08;industrial_raion@59.mailop.ru;614066 Пермский край, г. Пермь, ул. Советской Армии, 17;57;387050766;FED_GENPROK_ORGANIZATION_1493
956;Прокуратура Тасеевского района Красноярского края;Красноярский край;8 (39164) 2-15-64;krpro149@24.mailop.ru;663770, с. Тасеево, ул. Луначарского, д. 3, пом. 4;4;386573445;FED_GENPROK_ORGANIZATION_956
739;Прокуратура Ленинского района г. Кемерово Кемеровской области - Кузбасса;Кемеровская область - Кузбасс;8 (384-2) 51-15-00;k.lenin@42.mailop.ru;650060, Кемеровская область – Кузбасс, г. Кемерово, ул. Бульвар Строителей д. 34 Б;32;386440647;FED_GENPROK_ORGANIZATION_739
598;Саянская прокуратура по надзору за соблюдением законов в исправительных учреждениях Иркутской области;Иркутская область;8 (395-53) 70-222;saiansziu@38.mailop.ru;666301 Иркутская область г. Саянск мкр. Юбилейный д. 57;25;383319731;FED_GENPROK_ORGANIZATION_598
623;Неманская городская прокуратура Калининградской области;Калининградская область;8(40162) 2-26-45;neman-proc@yandex.ru;238710, Калининградская область, г. Неман, ул. Победы, д. 39;27;386383039;FED_GENPROK_ORGANIZATION_623
2021;Прокуратура г. Казани Республики Татарстан;Республика Татарстан (Татарстан);8 (843) 221-30-12;kzn.prok@16.mailop.ru;420043, Республика Татарстан, город Казань, улица Чехова, 36;92;384658268;FED_GENPROK_ORGANIZATION_2021
2278;Прокуратура Самойловского района Саратовской области;Саратовская область;8 (84548) 2-10-34;smlv@64.mailop.ru;412370, Самойловский район, р.п. Самойловка, переулок Школьный, дом 7;63;387565947;FED_GENPROK_ORGANIZATION_2278
725;Прокуратура г. Прокопьевска Кемеровской области - Кузбасса;Кемеровская область - Кузбасс;8 (384-6) 69-62-30;prokop@42.mailop.ru;653039, Кемеровская область – Кузбасс, г. Прокопьевск, ул. Обручева, 12.;32;386438752;FED_GENPROK_ORGANIZATION_725
1453;Прокуратура Неверкинского района Пензенской области;Пензенская область;8-841-64-2-11-62;NEV@58.mailop.ru;442480, Пензенская область, с. Неверкино, ул. Куйбышева, дом 20;56;384328907;FED_GENPROK_ORGANIZATION_1453
2433;Прокуратура г. Кисловодска Ставропольского края;Ставропольский край;8 (87937) 3-02-11;kis@26.mailop.ru;357700, Ставропольский край, город Кисловодск, улица Красногвардейская, 4а;7;384804828;FED_GENPROK_ORGANIZATION_2433
2418;Сафоновская межрайонная прокуратура Смоленской области;Смоленская область;8 (48142) 4-29-02;safonovo@67.mailop.ru;215500, Смоленская область, г. Сафоново, ул. Советская, д. 23;66;387854529;FED_GENPROK_ORGANIZATION_2418
2346;Прокуратура г. Красноуральска Свердловской области;Свердловская область;8 (34343) 21884, доп. 0008;KRUR@66.mailop.ru;624335, Свердловская область, г. Красноуральск, ул. Ленина, д. 46 к. А;65;387709596;FED_GENPROK_ORGANIZATION_2346
705;Кемеровская межрайонная природоохранная прокуратура;Кемеровская область - Кузбасс;8 3842-75-88-60;k.priroda@42.mailop.ru;650000, Кемеровская область – Кузбасс, г. Кемерово, ул. Кирова, 53.;32;386433501;FED_GENPROK_ORGANIZATION_705
558;Ольхонская межрайонная природоохранная прокуратура Байкальской межрегиональной природоохранной прокуратуры;Байкальская межрегиональная природоохранная прокуратура;8 (3955) 85-20-52;ompp@baikalproc.ru;666130, Иркутская область, с. Еланцы, ул. Ленина, 35 В;25;382487920;FED_GENPROK_ORGANIZATION_558
2117;Прокуратура Кировского района г. Ростова-на-Дону Ростовской области;Ростовская область;8 (863) 240-58-47;1591@61.mailop.ru;344006, г. Ростов-на-Дону, пр. Ворошиловский, 12;60;382351135;FED_GENPROK_ORGANIZATION_2117
2136;Прокуратура Родионово-Несветайского района Ростовской области;Ростовская область;8-86340-3-03-40;2270@61.mailop.ru;346580, сл. Родионово-Несветайская, ул. Пушкинская, 17;60;382357865;FED_GENPROK_ORGANIZATION_2136
2336;Прокуратура г. Асбеста Свердловской области;Свердловская область;8 (34365) 25566, доп. 0113;ASB@66.mailop.ru;624260, Свердловская область, г. Асбест, ул. Чапаева, д. 39;65;387707830;FED_GENPROK_ORGANIZATION_2336
2110;Прокуратура Егорлыкского района Ростовской области;Ростовская область;8-86370-2-12-34;1161@61.mailop.ru;347660, ст. Егорлыкская, ул. Грицика, 60;60;382329369;FED_GENPROK_ORGANIZATION_2110
836;Анапская межрайонная прокуратура Краснодарского края;Краснодарский край;8 (861) 333-94-94, доп. 0020;anapa@23.mailop.ru;353440, Краснодарский край, г. Анапа, ул. Крымская, 130;3;383424744;FED_GENPROK_ORGANIZATION_836
2219;Прокуратура Красноярского района Самарской области;Самарская область;8-846-57-2-13-68;prok_krasnoyarskiy.rn@63.mailop.ruм;446370, Самарская область, с. Красный Яр, ул. Кооперативная, 100;36;384799283;FED_GENPROK_ORGANIZATION_2219
661;Прокуратура Калужской области;Калужская область;8 (4842) 57-49-81;prokuror-kaluga@40.mailop.ru, otvety@40.mailop.ru;248600, г. Калуга, ул. Кутузова 2а;29;360074170;FED_GENPROK_ORGANIZATION_661
1444;Прокуратура Камешкирского района Пензенской области;Пензенская область;8-841-45-2-11-63;KAMES@58.mailop.ru;442450, Пензенская область, с. Русский Камешкир, ул. Гагарина, дом 17А;56;384321629;FED_GENPROK_ORGANIZATION_1444
2172;Прокуратура Рязанского района Рязанской области;Рязанская область;8 (4912) 28-56-30;pr140@62.mailop.ru;390047, Рязанская область, г.Рязань, ул.Соколовская, д.11;61;384731776;FED_GENPROK_ORGANIZATION_2172
827;Прокуратура Парфеньевского района Костромской области;Костромская область;8 49440 2-11-78;par@44.mailop.ru;157270, Костромская область, с. Парфеньево, ул. Маркова, д. 22;34;386463636;FED_GENPROK_ORGANIZATION_827
2259;Прокуратура Духовницкого района Саратовской области;Саратовская область;8 (84573) 2-20-06;dhvn@64.mailop.ru;413900, Саратовская область, р.п. Духовницкое, ул. Ленина, 17а;63;387553082;FED_GENPROK_ORGANIZATION_2259
2093;Прокуратура Аксайского района Ростовской области;Ростовская область;8-86350-5-51-66;680@61.mailop.ru;346720, Ростовская область, г. Аксай, ул. Гулаева, 109;60;382324397;FED_GENPROK_ORGANIZATION_2093
2392;Прокуратура Велижского района Смоленской области;Смоленская область;8 (48132) 4-23-94;velizh@67.mailop.ru;216290, г. Велиж, ул. Советская, д. 57;66;387847048;FED_GENPROK_ORGANIZATION_2392
2312;Сахалинская транспортная прокуратура Дальневосточной транспортной прокуратуры;Дальневосточная транспортная прокуратура;8 (4242) 43-32-25;sakhalin@dvtp.ru;693070, Сахалинская область, г. Южно-Сахалинск, ул. Дзержинского, д. 34;64;382586233;FED_GENPROK_ORGANIZATION_2312
660;Прокуратура Износковского района Калужской области;Калужская область;8 (484-49) 4-54-43;iznoskiprok@40.mailop.ru;249880, Калужская область Износковский район с.Износки, ул. Горького, 5 а;29;386420026;FED_GENPROK_ORGANIZATION_660
2061;Прокуратура Республики Тыва;Республика Тыва;8 (394-22) 2-13-86 (канцелярия), 8 (394-22) 2-40-67(приемная);prok17@17.mailop.ru;667000, Республика Хакасия, г. Кызыл, ул. Ленина, 30;93;360085897;FED_GENPROK_ORGANIZATION_2061
2015;Прокуратура Арского района Республики Татарстан;Республика Татарстан (Татарстан);8 (84366) 3-16-80;ars.prok@16.mailop.ru;422000, Республика Татарстан, город Арск, улица Галактионова, 1;92;384651563;FED_GENPROK_ORGANIZATION_2015
870;Прокуратура Кущевского района Краснодарского края;Краснодарский край;8 (861) 685-55-77, доб. 0001;kushevsk@23.mailop.ru;352030, Краснодарский край, ст. Кущевская, ул. Советская, 17;3;383464271;FED_GENPROK_ORGANIZATION_870
404;Прокуратура Восточного административного округа города Москвы;Город Москва столица Российской Федерации город федерального значения;8 499 748 09 98;vao@77.mailop.ru;107014, г. Москва, ул. Стромынка, д. 3;45;344891403;FED_GENPROK_ORGANIZATION_404
1426;Прокуратура Троснянского района Орловской области;Орловская область;8-486-66-2-14-30;tro@57.mailop.ru;303450, Орловская область, с. Тросна, ул. Советская, 11;54;386891448;FED_GENPROK_ORGANIZATION_1426
1001;Прокуратура Большесолдатского района Курской области;Курская область;8 (47136) 2-12-40;BOL@46.mailop.ru;307850, Курская область, Большесолдатский район, с. Большое Солдатское, ул. Мира, д. 12;38;383563339;FED_GENPROK_ORGANIZATION_1001
